X,Y,gid,name,plz,stadt,strasse,hausnr,hnr_zusatz,familienze,staedtisch,gc_xwert,gc_ywert,gid_2,statistische_raumeinheit_name,statist_raumeinheit_id,maennlich,weiblich,null_bis_unter_18,proz_0_bis_unter_18,gleich_18_bis_unter_65,proz_18_bis_unter_65,gleich_65_u_aelter,proz_65_u_aelter,durchschnittsalter,einw_ges,deutsch_ohne_migrationshintergrund,deutsch_mit_migrationshintergrund,auslaendisch,proz_hhmitkindern_an_allenhh,abs_bev_entwicklung_5jahre,proz_bev_entwicklung_5jahre
462576.56103,5756730.80837,181,"KiTa ""GOLDBECKchen""",33649.000000000000000,Bielefeld,Bokelstraße,25.000000000000000,,,,462576.561029999924358,5756730.808369998820126,82,Stat. Raumeinheit 316,316,768,797,236,"15,1",937,"59,9",392,"25","46,8",1565,1252,188,125,"20,7",18,"1,2"
462635.53103,5757578.56936,148,städt. KiTa Oberummeln,33649.000000000000000,Bielefeld,Zirbelstraße,1.000000000000000,,,x,462635.531030000071041,5757578.569360000081360,84,Stat. Raumeinheit 318,318,845,867,340,"19,9",981,"57,3",391,"22,8","42,9",1712,979,278,455,"22,7",-96,"-5,3"
463186.52003,5758096.35436,168,Ev. Ichthys KiTa und Familienzentrum,33649.000000000000000,Bielefeld,Queller Straße,192.000000000000000,a,x,,463186.520030000014231,5758096.354359999299049,84,Stat. Raumeinheit 318,318,845,867,340,"19,9",981,"57,3",391,"22,8","42,9",1712,979,278,455,"22,7",-96,"-5,3"
463773.69803,5759878.12136,19,Elterninitiative Kita Waldquelle e.V.,33649.000000000000000,Bielefeld,Waldquellenweg,20.000000000000000,,,,463773.698030000028666,5759878.121360000222921,87,Stat. Raumeinheit 321,321,731,782,332,"21,9",867,"57,3",314,"20,8","42,9",1513,1089,316,108,"29,4",-30,"-1,9"
463623.551334759,5760150.23107633,199,Queller Falkenküken,33649.000000000000000,Bielefeld,Schäferkamp,16.000000000000000,c,,,463623.570000000006985,5760209.589359999634326,87,Stat. Raumeinheit 321,321,731,782,332,"21,9",867,"57,3",314,"20,8","42,9",1513,1089,316,108,"29,4",-30,"-1,9"
463680.72503,5760892.27436,119,städt. KiTa Am Lichtebach,33649.000000000000000,Bielefeld,Carl-Severing-Straße,150.000000000000000,,,x,463680.725029999972321,5760892.274360000155866,88,Stat. Raumeinheit 322,322,908,898,336,"18,6",1121,"62,1",349,"19,3","43,3",1806,1286,368,152,"22,5",27,"1,5"
464006.29927878,5760557.29706259,219,Kita Arminstraße,33649.000000000000000,Bielefeld,Arminstraße,45.000000000000000,,,,,,88,Stat. Raumeinheit 322,322,908,898,336,"18,6",1121,"62,1",349,"19,3","43,3",1806,1286,368,152,"22,5",27,"1,5"
464262.01303,5760866.80636,122,städt. KiTa Auf dem Rennplatz,33649.000000000000000,Bielefeld,Galoppweg,1.000000000000000,,x,x,464262.013029999972787,5760866.806359999813139,89,Stat. Raumeinheit 323,323,1212,1374,503,"19,5",1490,"57,6",593,"22,9","45,4",2586,1685,630,271,"26,4",-57,"-2,2"
464597.03503,5760749.00036,169,Ev. Johannes-Kindergarten,33649.000000000000000,Bielefeld,Klemensstraße,9.000000000000000,,,,464597.035030000028200,5760749.000359999947250,89,Stat. Raumeinheit 323,323,1212,1374,503,"19,5",1490,"57,6",593,"22,9","45,4",2586,1685,630,271,"26,4",-57,"-2,2"
464992.87003,5761468.44136,188,Waldkindergarten Bielefeld,33649.000000000000000,Bielefeld,Niederbreede,1.000000000000000,,,,464992.870029999990948,5761468.441359999589622,90,Stat. Raumeinheit 324,324,1158,1164,407,"17,5",1426,"61,4",489,"21,1","43,5",2322,1328,528,466,"20,6",23,"1"
464358.79403,5764280.92436,72,Evangelisches Familienzentrum Hoberge-Uerentrup,33619.000000000000000,Bielefeld,Markuskirchweg,15.000000000000000,,x,,464358.794029999990016,5764280.924359998665750,92,Stat. Raumeinheit 402,402,1064,1152,335,"15,1",1311,"59,2",570,"25,7","47,1",2216,1818,268,130,"17,4",6,"0,3"
464527.49903,5765875.23336,20,AWO KiTa und Familienzentrum Zehlendorfer Damm,33619.000000000000000,Bielefeld,Zehlendorfer Damm,54.000000000000000,,x,,464527.499029999948107,5765875.233359999954700,93,Stat. Raumeinheit 403,403,1383,1540,508,"17,4",1464,"50,1",951,"32,5","48",2923,2025,630,268,"21",224,"8,3"
463672.40603,5766047.14536,105,Kita am Freibad Dornberg e.V.,33619.000000000000000,Bielefeld,Großdornberger Straße,9.000000000000000,,,,463672.406030000012834,5766047.145360000431538,93,Stat. Raumeinheit 403,403,1383,1540,508,"17,4",1464,"50,1",951,"32,5","48",2923,2025,630,268,"21",224,"8,3"
464966.21903,5765617.00736,65,Evangelische Kindertageseinrichtung Wellensiek,33619.000000000000000,Bielefeld,Wellensiek,44.000000000000000,a,,,464966.219029999978375,5765617.007360000163317,94,Stat. Raumeinheit 404,404,1166,1273,265,"10,9",1854,"76",320,"13,1","38,8",2439,1555,468,416,"12,2",17,"0,7"
465000.07903,5766044.30236,110,KiTa Peter Pan e.V.,33619.000000000000000,Bielefeld,Tegeler Weg,10.000000000000000,,,,465000.079030000022613,5766044.302360000088811,94,Stat. Raumeinheit 404,404,1166,1273,265,"10,9",1854,"76",320,"13,1","38,8",2439,1555,468,416,"12,2",17,"0,7"
464810.92503,5766326.00336,182,"KiTa ""Hof Hallau""",33619.000000000000000,Bielefeld,Frohnauer Straße,14.000000000000000,,,,464810.925029999983963,5766326.003360000438988,94,Stat. Raumeinheit 404,404,1166,1273,265,"10,9",1854,"76",320,"13,1","38,8",2439,1555,468,416,"12,2",17,"0,7"
462687.30103,5766182.55236,15,AWO KiTa Obernfeld,33619.000000000000000,Bielefeld,Am Sportplatz,29.000000000000000,,,,462687.301029999973252,5766182.552360000088811,95,Stat. Raumeinheit 405,405,759,859,214,"13,2",977,"60,4",427,"26,4","47,2",1618,1177,285,156,"13,7",-40,"-2,4"
461379.36603,5766155.58336,42,Evangelischer Kindergarten Dornberg Spatzennest,33619.000000000000000,Bielefeld,Am Petersberg,19.000000000000000,,,,461379.366029999975581,5766155.583359999582171,96,Stat. Raumeinheit 406,406,548,606,198,"17,2",671,"58,1",285,"24,7","46,9",1154,909,140,105,"19,6",-57,"-4,7"
465233.31303,5767681.52435,53,Evangelische Kindertageseinrichtung Babenhausen,33619.000000000000000,Bielefeld,Babenhauser Straße,151.000000000000000,,,,465233.313030000019353,5767681.524349999614060,99,Stat. Raumeinheit 409,409,717,785,256,"17",873,"58,1",373,"24,8","45,2",1502,1218,199,85,"17,9",16,"1,1"
463674.39403,5769582.46735,150,städt. KiTa Schröttinghausen,33739.000000000000000,Bielefeld,Horstkotterheide,22.000000000000000,,,x,463674.394030000024941,5769582.467349999584258,100,Stat. Raumeinheit 410,410,567,588,207,"17,9",651,"56,4",297,"25,7","46,7",1155,935,151,69,"25,6",-6,"-0,5"
466598.52503,5770255.94035,45,Evangelisches Familienzentrum Horstheide,33739.000000000000000,Bielefeld,Schnatsweg,26.000000000000000,,x,,466598.525030000018887,5770255.940349999815226,102,Stat. Raumeinheit 501,501,1794,1865,716,"19,6",2148,"58,7",795,"21,7","43,7",3659,2672,752,235,"25,4",554,"17,8"
465922.72303,5772041.92835,46,Evangelisches Familienzentrum Matthias-Claudius,33739.000000000000000,Bielefeld,Böckmannsfeld,53.000000000000000,,x,,465922.723029999993742,5772041.928349999710917,102,Stat. Raumeinheit 501,501,1794,1865,716,"19,6",2148,"58,7",795,"21,7","43,7",3659,2672,752,235,"25,4",554,"17,8"
466559.419690459,5769553.28414287,204,Kita Neuland Falken,33729.000000000000000,Bielefeld,Bohlestraße,13.000000000000000,,x,,,,102,Stat. Raumeinheit 501,501,1794,1865,716,"19,6",2148,"58,7",795,"21,7","43,7",3659,2672,752,235,"25,4",554,"17,8"
466853.15003,5771749.26635,81,KiTa Sternsegler,33739.000000000000000,Bielefeld,Amtsstraße,17.000000000000000,,,,466853.150030000018887,5771749.266350000165403,103,Stat. Raumeinheit 502,502,1156,1288,378,"15,5",1389,"56,8",677,"27,7","47,6",2444,1723,455,266,"17,5",-36,"-1,5"
467043.21903,5771604.75635,137,städt. KiTa Jöllenbeck,33739.000000000000000,Bielefeld,Sogemeierstraße,21.000000000000000,,,x,467043.219030000036582,5771604.756350000388920,104,Stat. Raumeinheit 503,503,915,1030,317,"16,3",995,"51,2",633,"32,5","48,9",1945,1321,378,246,"19,2",-17,"-0,9"
467832.10203,5772224.36635,147,städt. KiTa Oberlohmannshof,33739.000000000000000,Bielefeld,Steinbockstraße,22.000000000000000,,x,x,467832.102030000009108,5772224.366349999792874,105,Stat. Raumeinheit 504,504,1194,1215,619,"25,7",1437,"59,7",353,"14,7","38,3",2409,964,595,850,"31,6",-14,"-0,6"
468151.12103,5772107.82435,86,Familienzentrum Kinderhaus Weltenbummler,33739.000000000000000,Bielefeld,Eickumer Straße,89.000000000000000,,x,,468151.121029999980237,5772107.824350001290441,105,Stat. Raumeinheit 504,504,1194,1215,619,"25,7",1437,"59,7",353,"14,7","38,3",2409,964,595,850,"31,6",-14,"-0,6"
467098.14303,5771524.12235,44,Ev. KiTa Volkening,33739.000000000000000,Bielefeld,Auf dem Schilde,8.000000000000000,,,,467098.143029999977443,5771524.122349999845028,106,Stat. Raumeinheit 505,505,951,1073,359,"17,7",1180,"58,3",485,"24","46,5",2024,1522,347,155,"24,6",-80,"-3,8"
468041.54203,5771253.63235,43,Evangelische Kindertageseinrichtung Hattenhorstfeld,33739.000000000000000,Bielefeld,Oerkenkrug,8.000000000000000,,,,468041.542030000011437,5771253.632349999621511,107,Stat. Raumeinheit 506,506,1168,1206,417,"17,6",1335,"56,2",622,"26,2","46,4",2374,1813,389,172,"21,8",-28,"-1,2"
467196.39003,5768616.96535,16,AWO KiTa Theesen,33739.000000000000000,Bielefeld,Gaudigstraße,5.000000000000000,,,,467196.390030000009574,5768616.965350000187755,108,Stat. Raumeinheit 507,507,1032,1212,295,"13,1",1231,"54,9",718,"32","50,5",2244,1816,303,125,"14,6",-16,"-0,7"
467070.39103,5769446.41935,104,Kinderhaus am Mondsteinweg,33739.000000000000000,Bielefeld,Zirkonstraße,60.000000000000000,,,,467070.391029999998864,5769446.419350000098348,108,Stat. Raumeinheit 507,507,1032,1212,295,"13,1",1231,"54,9",718,"32","50,5",2244,1816,303,125,"14,6",-16,"-0,7"
469163.15303,5769240.51535,73,Ev. Familienzentrum Hand in Hand,33739.000000000000000,Bielefeld,Epiphanienweg,49.000000000000000,,x,,469163.153030000044964,5769240.515350000001490,110,Stat. Raumeinheit 509,509,1118,1184,444,"19,3",1350,"58,6",508,"22,1","43,4",2302,1455,620,227,"24,1",19,"0,8"
469525.00703,5769167.91635,18,AWO KiTa Vilsendorf,33739.000000000000000,Bielefeld,Blackenfeld,7.000000000000000,,,,469525.007029999978840,5769167.916349999606609,111,Stat. Raumeinheit 510,510,1003,1044,392,"19,1",1168,"57,1",487,"23,8","44,3",2047,1350,481,216,"23,9",44,"2,2"
469684.491870679,5769276.72912804,215,Kita Dorffalken,33739.000000000000000,Bielefeld,Gerda-Grube-Straße,2.000000000000000,,,,,,111,Stat. Raumeinheit 510,510,1003,1044,392,"19,1",1168,"57,1",487,"23,8","44,3",2047,1350,481,216,"23,9",44,"2,2"
472313.06302,5769363.60335,8,AWO KiTa im Kinder- und Jugendhaus Brake,33729.000000000000000,Bielefeld,Glückstädter Straße,25.000000000000000,,,,472313.063020000001416,5769363.603350000455976,113,Stat. Raumeinheit 602,602,1474,1578,592,"19,4",1785,"58,5",675,"22,1","43,5",3052,1580,880,592,"24,5",45,"1,5"
472506.850352941,5769016.64558823,206,KiTa Pirateninsel e.V. Braker Straße,33729.000000000000000,Bielefeld,Braker Straße,90.000000000000000,,,,,,113,Stat. Raumeinheit 602,602,1474,1578,592,"19,4",1785,"58,5",675,"22,1","43,5",3052,1580,880,592,"24,5",45,"1,5"
472280.85102,5769003.61835,125,städt. KiTa Braker Straße,33729.000000000000000,Bielefeld,Braker Straße,109.000000000000000,,,x,472280.851020000001881,5769003.618350000120699,113,Stat. Raumeinheit 602,602,1474,1578,592,"19,4",1785,"58,5",675,"22,1","43,5",3052,1580,880,592,"24,5",45,"1,5"
471314.42903,5769485.47235,107,Kita Schaukelpferd e.V.,33729.000000000000000,Bielefeld,Engersche Straße,403.000000000000000,,,,471314.429029999941122,5769485.472350000403821,114,Stat. Raumeinheit 603,603,846,905,318,"18,2",961,"54,9",472,"27","46",1751,1244,366,141,"22,7",-47,"-2,6"
472429.09302,5769695.28035,124,städt. KiTa Brake,33729.000000000000000,Bielefeld,Rottsiek,79.000000000000000,,,x,472429.093019999971148,5769695.280349999666214,114,Stat. Raumeinheit 603,603,846,905,318,"18,2",961,"54,9",472,"27","46",1751,1244,366,141,"22,7",-47,"-2,6"
472730.20702,5769130.28035,7,AWO Kita und Familienzentrum Hackemackweg,33729.000000000000000,Bielefeld,Hackemackweg,1.000000000000000,,x,,472730.207019999972545,5769130.280349999666214,115,Stat. Raumeinheit 604,604,660,698,260,"19,1",779,"57,4",319,"23,5","44",1358,682,490,186,"24,6",-28,"-2"
471845.29702,5766645.49036,151,städt. KiTa Seidenstickerstraße,33609.000000000000000,Bielefeld,Seidenstickerstraße,11.000000000000000,a,x,x,471845.297019999998156,5766645.490359999239445,117,Stat. Raumeinheit 606,606,1143,1154,672,"29,3",1336,"58,2",289,"12,6","35",2297,305,759,1233,"33,7",108,"4,9"
472320.20202,5766421.61636,82,Kinderhaus Rabenhof,33609.000000000000000,Bielefeld,Rabenhof,57.000000000000000,a,,,472320.202020000026096,5766421.616360001266003,118,Stat. Raumeinheit 607,607,1080,1252,476,"20,4",1263,"54,2",593,"25,4","44,1",2332,565,1062,705,"24,7",35,"1,5"
472517.14702,5766699.71636,70,Evangelisches Familienzentrum Baumheide,33609.000000000000000,Bielefeld,Donauschwabenstraße,10.000000000000000,,x,,472517.147019999974873,5766699.716359999962151,119,Stat. Raumeinheit 608,608,946,987,499,"25,8",1071,"55,4",363,"18,8","38,9",1933,291,748,894,"26,3",117,"6,4"
472577.69702,5766485.79736,130,städt. KiTa Großer Wiel,33609.000000000000000,Bielefeld,Siebenbürger Straße,46.000000000000000,a,,x,472577.697020000021439,5766485.797360000200570,119,Stat. Raumeinheit 608,608,946,987,499,"25,8",1071,"55,4",363,"18,8","38,9",1933,291,748,894,"26,3",117,"6,4"
471889.91902,5765831.11636,121,städt. KiTa Am Wellbach,33609.000000000000000,Bielefeld,Am Wellbach,55.000000000000000,,,x,471889.919019999972079,5765831.116360000334680,120,Stat. Raumeinheit 609,609,797,822,365,"22,5",925,"57,1",329,"20,3","41",1619,694,653,272,"26",133,"9"
472742.20202,5767564.28135,13,AWO Kita Milse,33729.000000000000000,Bielefeld,Robert-Bracksiek-Straße,21.000000000000000,,,,472742.202020000026096,5767564.281349999830127,121,Stat. Raumeinheit 610,610,1543,1549,661,"21,4",1925,"62,3",506,"16,4","39,8",3092,968,1467,657,"26,9",41,"1,3"
472534.106934911,5766957.37511834,202,DRK KiTa und Familienzentrum Traumheide,33609.000000000000000,Bielefeld,Welfenstraße,26.000000000000000,,x,,,,121,Stat. Raumeinheit 610,610,1543,1549,661,"21,4",1925,"62,3",506,"16,4","39,8",3092,968,1467,657,"26,9",41,"1,3"
473589.22602,5767865.82635,34,DRK KiTa Mehlhausen,33729.000000000000000,Bielefeld,Mehlstraße,14.000000000000000,,,,473589.226020000001881,5767865.826349999755621,122,Stat. Raumeinheit 611,611,1529,1655,586,"18,4",1857,"58,3",741,"23,3","44,6",3184,1847,1051,286,"23,8",-30,"-0,9"
474146.22702,5767805.69035,59,Evangelische Kindertageseinrichtung Milse,33729.000000000000000,Bielefeld,Elverdisser Straße,74.000000000000000,,,,474146.227019999991171,5767805.690349999815226,122,Stat. Raumeinheit 611,611,1529,1655,586,"18,4",1857,"58,3",741,"23,3","44,6",3184,1847,1051,286,"23,8",-30,"-0,9"
474167.16802,5767412.31735,14,AWO Kita und Familienzentrum Moenkamp,33729.000000000000000,Bielefeld,Moenkamp,19.000000000000000,,x,,474167.168020000040997,5767412.317350000143051,123,Stat. Raumeinheit 612,612,1115,1132,516,"23",1304,"58",427,"19","41",2247,907,862,478,"27,3",103,"4,8"
475111.46102,5766489.95136,4,AWO Kita und Familienzentrum Altenhagen,33729.000000000000000,Bielefeld,Am Franzhof,6.000000000000000,,x,,475111.461019999987911,5766489.951360000297427,124,Stat. Raumeinheit 613,613,1417,1437,569,"19,9",1692,"59,3",593,"20,8","42,7",2854,1765,750,339,"23,6",97,"3,5"
473390.17302,5764561.70736,31,DRK KiTa Heeper Strolche,33719.000000000000000,Bielefeld,Rüggesiek,21.000000000000000,,,,473390.173019999987446,5764561.707360000349581,126,Stat. Raumeinheit 615,615,1399,1354,511,"18,6",1721,"62,5",521,"18,9","43,1",2753,1660,885,208,"24,6",65,"2,4"
473430.90302,5764541.44636,36,DRK KiTa und Familienzentrum Nestwerk,33719.000000000000000,Bielefeld,Rüggesiek,26.000000000000000,,x,,473430.903020000027027,5764541.446360000409186,126,Stat. Raumeinheit 615,615,1399,1354,511,"18,6",1721,"62,5",521,"18,9","43,1",2753,1660,885,208,"24,6",65,"2,4"
473432.377987791,5765116.19298779,203,Kita Am Alten Bauhof,33719.000000000000000,Bielefeld,Altenhagener Straße,60.000000000000000,,,,,,126,Stat. Raumeinheit 615,615,1399,1354,511,"18,6",1721,"62,5",521,"18,9","43,1",2753,1660,885,208,"24,6",65,"2,4"
472704.22202,5764626.37536,71,Evangelisches Familienzentrum Die Kinderbrücke,33719.000000000000000,Bielefeld,Oberlinstraße,4.000000000000000,,x,,472704.222019999928307,5764626.375359999947250,128,Stat. Raumeinheit 617,617,445,558,147,"14,7",539,"53,7",317,"31,6","49,3",1003,666,201,136,"16,8",-72,"-6,7"
473168.66502,5764407.59436,33,DRK KiTa Lummerland,33719.000000000000000,Bielefeld,Salzufler Straße,48.000000000000000,,,,473168.665020000014920,5764407.594359999522567,131,Stat. Raumeinheit 620,620,961,1148,263,"12,5",1208,"57,3",638,"30,3","49",2109,1321,526,262,"14,4",112,"5,6"
472902.78902,5764270.16936,89,Montessori Kinderhaus Heepen,33719.000000000000000,Bielefeld,Theodor-Heuss-Straße,16.000000000000000,,,,472902.789019999967422,5764270.169359999708831,131,Stat. Raumeinheit 620,620,961,1148,263,"12,5",1208,"57,3",638,"30,3","49",2109,1321,526,262,"14,4",112,"5,6"
472843.90402,5764129.54636,68,Evangelisches Familienzentrum Am Petristift,33719.000000000000000,Bielefeld,Theodor-Heuss-Straße,23.000000000000000,,x,,472843.904020000016317,5764129.546360000036657,132,Stat. Raumeinheit 621,621,961,1082,385,"18,8",1163,"56,9",495,"24,2","45,1",2043,1158,682,203,"21,4",38,"1,9"
472269.01902,5763029.67336,120,städt. KiTa Am Vollbruch,33719.000000000000000,Bielefeld,Am Vollbruch,66.000000000000000,,,x,472269.019020000007004,5763029.673360000364482,133,Stat. Raumeinheit 622,622,1053,1115,423,"19,5",1335,"61,6",410,"18,9","42,1",2168,955,759,454,"22,3",-69,"-3,1"
472576.41602,5762509.40736,56,Ev. Familienzentrum Kinderarche,33719.000000000000000,Bielefeld,Siekstraße,14.000000000000000,,x,,472576.416020000004210,5762509.407359999604523,133,Stat. Raumeinheit 622,622,1053,1115,423,"19,5",1335,"61,6",410,"18,9","42,1",2168,955,759,454,"22,3",-69,"-3,1"
471387.01703,5763168.61636,38,KiTa Spatzennest,33607.000000000000000,Bielefeld,Kuckucksweg,71.000000000000000,b,,,471387.017029999988154,5763168.616360000334680,133,Stat. Raumeinheit 622,622,1053,1115,423,"19,5",1335,"61,6",410,"18,9","42,1",2168,955,759,454,"22,3",-69,"-3,1"
472517.21302,5762215.73736,183,"KiTa ""JABinis""",33719.000000000000000,Bielefeld,Potsdamer Straße,160.000000000000000,,,,472517.213020000024699,5762215.737359998747706,134,Stat. Raumeinheit 623,623,1313,1370,517,"19,3",1543,"57,5",623,"23,2","44,3",2683,1164,926,593,"22",251,"10,3"
475558.58302,5760827.04336,17,AWO Kita Ubbedissen,33699.000000000000000,Bielefeld,Dingerdisser Straße,132.000000000000000,,,,475558.583020000078250,5760827.043359999544919,135,Stat. Raumeinheit 701,701,915,903,343,"18,9",1126,"61,9",349,"19,2","43,4",1818,1027,653,138,"25,2",-61,"-3,2"
474918.115215109,5760204.63450192,216,Stepke-KiTa Zauberhaft,33699.000000000000000,Bielefeld,Hamelner Str.,12.000000000000000,a,,,,,135,Stat. Raumeinheit 701,701,915,903,343,"18,9",1126,"61,9",349,"19,2","43,4",1818,1027,653,138,"25,2",-61,"-3,2"
474603.38902,5759838.44936,25,Kindertageseinrichtung Regenbogen,33699.000000000000000,Bielefeld,Wietkamp,7.000000000000000,,,,474603.389020000002347,5759838.449359999969602,137,Stat. Raumeinheit 703,703,965,1003,359,"18,2",1069,"54,3",540,"27,4","45,8",1968,1252,550,166,"23,7",19,"1"
473921.07002,5758110.55236,142,städt. KiTa Lämershagen,33699.000000000000000,Bielefeld,Lämershagener Straße,320.000000000000000,,,x,473921.070019999984652,5758110.552360000088811,138,Stat. Raumeinheit 704,704,694,662,248,"18,3",814,"60",294,"21,7","44,9",1356,951,288,117,"23,5",2,"0,1"
473295.86202,5761050.05336,111,KiTa Ramba Zamba e.V.,33699.000000000000000,Bielefeld,Bielitzer Straße,41.000000000000000,,,,473295.862020000000484,5761050.053360000252724,139,Stat. Raumeinheit 705,705,1016,990,403,"20,1",1160,"57,8",443,"22,1","43,1",2006,985,694,327,"23,9",-14,"-0,7"
473232.75802,5760463.20136,23,"Christliche Kindertagesstätte ""Der Leuchtturm""",33699.000000000000000,Bielefeld,Auf der Sülte,8.000000000000000,,,,473232.758020000008401,5760463.201360000297427,140,Stat. Raumeinheit 706,706,1791,1858,643,"17,6",2200,"60,3",806,"22,1","43,9",3649,2123,1085,441,"20,5",19,"0,5"
473336.87202,5759789.88136,69,Evangelisches Familienzentrum Am Rosenhag,33699.000000000000000,Bielefeld,Am Rosenhag,15.000000000000000,,x,,473336.872020000009798,5759789.881359999999404,140,Stat. Raumeinheit 706,706,1791,1858,643,"17,6",2200,"60,3",806,"22,1","43,9",3649,2123,1085,441,"20,5",19,"0,5"
473241.346384123,5760388.01821639,214,"Christliche KiTa ""Die Schatztruhe""",33699.000000000000000,Bielefeld,Detmolder Straße,613.000000000000000,a,,,,,140,Stat. Raumeinheit 706,706,1791,1858,643,"17,6",2200,"60,3",806,"22,1","43,9",3649,2123,1085,441,"20,5",19,"0,5"
471549.00502,5761232.48636,155,städt. KiTa Stieghorst,33605.000000000000000,Bielefeld,Gumbinner Straße,57.000000000000000,,x,x,471549.005019999982323,5761232.486359999515116,141,Stat. Raumeinheit 707,707,1289,1514,461,"16,4",1482,"52,9",860,"30,7","48,2",2803,1507,733,563,"20,3",367,"15,1"
471707.37102,5761164.52336,116,Naturkindergarten,33605.000000000000000,Bielefeld,Tilsiter Straße,5.000000000000000,,,,471707.371020000020508,5761164.523359999991953,141,Stat. Raumeinheit 707,707,1289,1514,461,"16,4",1482,"52,9",860,"30,7","48,2",2803,1507,733,563,"20,3",367,"15,1"
471978.99302,5762018.72836,24,"Christliche Kindertagesstätte ""Die Kinderburg""",33605.000000000000000,Bielefeld,Scheckenheide,2.000000000000000,b,,,471978.993019999994431,5762018.728360000066459,142,Stat. Raumeinheit 708,708,1430,1535,483,"16,3",1710,"57,7",772,"26","45,5",2965,1363,1068,534,"17,9",15,"0,5"
471912.50102,5761059.53536,93,Kath. KiTa St. Bonifatius,33605.000000000000000,Bielefeld,Danziger Straße,43.000000000000000,,,,471912.501019999966957,5761059.535360000096262,142,Stat. Raumeinheit 708,708,1430,1535,483,"16,3",1710,"57,7",772,"26","45,5",2965,1363,1068,534,"17,9",15,"0,5"
472183.22302,5761167.07036,154,städt. KiTa Stettiner Straße,33605.000000000000000,Bielefeld,Stettiner Straße,38.000000000000000,,,x,472183.223019999975804,5761167.070360000245273,143,Stat. Raumeinheit 709,709,993,1027,397,"19,7",1164,"57,6",459,"22,7","43,4",2020,692,763,565,"21,9",-44,"-2,1"
471908.88502,5760346.95136,54,Evangelische Kindertageseinrichtung Gustav-Adolf,33605.000000000000000,Bielefeld,Lipper Hellweg,269.000000000000000,,,,471908.885019999986980,5760346.951360001228750,144,Stat. Raumeinheit 710,710,1264,1328,587,"22,6",1608,"62",397,"15,3","39,4",2592,982,768,842,"27,5",325,"14,3"
470176.42703,5761428.87136,21,AWO KiTa und Familienzentrum im Elfriede-Eilers-Zentrum,33605.000000000000000,Bielefeld,Detmolder Straße,280.000000000000000,,x,,470176.427030000020750,5761428.871360000222921,145,Stat. Raumeinheit 711,711,852,873,338,"19,6",1128,"65,4",259,"15","40,3",1725,893,503,329,"22,9",207,"13,6"
469949.002735882,5762279.4270637,80,Familienzentrum Kinderhaus Entdeckerwelt,33605.000000000000000,Bielefeld,Otto-Brenner-Straße,171.000000000000000,,x,,470337.238030000007711,5761975.723360000178218,145,Stat. Raumeinheit 711,711,852,873,338,"19,6",1128,"65,4",259,"15","40,3",1725,893,503,329,"22,9",207,"13,6"
470204.311798228,5761227.09483182,218,KiTa Löwenstark,33605.000000000000000,Bielefeld,Konrad-Zuse-Straße,7.000000000000000,a,,,,,145,Stat. Raumeinheit 711,711,852,873,338,"19,6",1128,"65,4",259,"15","40,3",1725,893,503,329,"22,9",207,"13,6"
470541.16903,5762096.42236,128,städt. KiTa Butterkamp,33605.000000000000000,Bielefeld,Butterkamp,9.000000000000000,,x,x,470541.169029999990016,5762096.422360000200570,147,Stat. Raumeinheit 713,713,992,1046,383,"18,8",1308,"64,2",347,"17","40",2038,464,816,758,"21,3",3,"0,1"
470683.715597633,5761884.3883787,201,SKM-KiTa D.O.M.-Greifswald,33605.000000000000000,Bielefeld,Greifswalder Str.,64.000000000000000,,,,,,147,Stat. Raumeinheit 713,713,992,1046,383,"18,8",1308,"64,2",347,"17","40",2038,464,816,758,"21,3",3,"0,1"
469746.79803,5761048.72236,52,Kindergarten Hellenkamp,33604.000000000000000,Bielefeld,Hellenkamp,3.000000000000000,,,,469746.798030000005383,5761048.722360000014305,148,Stat. Raumeinheit 714,714,1326,1342,441,"16,5",1729,"64,8",498,"18,7","43,2",2668,1748,556,364,"18",115,"4,5"
469523.51203,5761302.23336,87,"Integrative KiTa ""Die Waldmäuse e.V.""",33605.000000000000000,Bielefeld,Am Kämpchen,5.000000000000000,,,,469523.512029999983497,5761302.233359999954700,148,Stat. Raumeinheit 714,714,1326,1342,441,"16,5",1729,"64,8",498,"18,7","43,2",2668,1748,556,364,"18",115,"4,5"
471703.54202,5760043.59136,79,Familienzentrum Kinderhaus Am Alten Dreisch,33605.000000000000000,Bielefeld,Am Alten Dreisch,16.000000000000000,b,x,,471703.542019999993499,5760043.591359999962151,149,Stat. Raumeinheit 715,715,929,922,278,"15",1185,"64",388,"21","43,6",1851,1045,432,374,"17",48,"2,7"
472658.36202,5753407.04237,172,Ev. KiTa Mittendrin,33689.000000000000000,Bielefeld,Dalbker Allee,20.000000000000000,,,,472658.362020000000484,5753407.042369999922812,151,Stat. Raumeinheit 802,802,622,604,242,"19,7",816,"66,6",168,"13,7","40,1",1226,385,694,147,"26,9",-46,"-3,6"
472603.699286812,5753530.08216389,213,Dalbker Spatzen,33689.000000000000000,Bielefeld,Am Sprungfeld,1.000000000000000,,,,,,151,Stat. Raumeinheit 802,802,622,604,242,"19,7",816,"66,6",168,"13,7","40,1",1226,385,694,147,"26,9",-46,"-3,6"
